model year,make,model,vehicle class,engine size (l),cylinders,transmission,fuel type,fuel consumption city (l/100 km),fuel consumption hwy (l/100 km),fuel consumption comb (l/100 km),fuel consumption comb (mpg),co2 emissions (g/km),co2 rating,smog rating
2019,Ram,1500 Classic 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,12.3,8.8,10.8,26,289,3,1
2019,Ram,1500 Classic 4X4 FFV,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,22,294,3,3
2019,Ram,1500 Classic 4X4 FFV,Pickup truck: Standard,3.6,6,A8,E,20.7,14.7,18.0,16,300,3,3
2019,Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A6,X,18.7,13.3,16.3,17,382,1,3
2019,Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,16.1,11.5,14.0,20,328,3,3
2019,Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,29,232,5,3
2019,Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,1,3
2019,Rolls-Royce,Dawn,Compact,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,1,3
2019,Rolls-Royce,Dawn Black Badge,Compact,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,1,3
2019,Rolls-Royce,Ghost,Full-size,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,1,3
2019,Rolls-Royce,Ghost EWB,Full-size,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,1,3
2019,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,1,3
2019,Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,1,3
2019,Rolls-Royce,Wraith,Mid-size,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,1,3
2019,Rolls-Royce,Wraith Black Badge,Mid-size,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,1,3
2019,Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,11.6,9.0,10.4,27,244,5,3
2019,Subaru,BRZ,Minicompact,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,6,1
2019,Subaru,BRZ,Minicompact,2.0,4,M6,Z,11.2,8.3,9.9,29,231,5,1
2019,Subaru,Crosstrek AWD,SUV: Small,2.0,4,AV7,X,8.8,7.2,8.1,35,188,6,6
2019,Subaru,Crosstrek AWD,SUV: Small,2.0,4,M6,X,10.5,8.1,9.4,30,220,5,6
2019,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9.0,7.2,8.2,34,192,6,6
2019,Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,AV7,X,8.3,6.4,7.5,38,174,7,6
2019,Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,M5,X,10.1,7.5,8.9,32,209,5,6
2019,Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,AV7,X,8.4,6.6,7.6,37,177,7,6
2019,Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,M5,X,10.1,7.7,9.0,31,211,5,6
2019,Subaru,Legacy AWD,Mid-size,2.5,4,AV7,X,9.3,7.0,8.2,34,193,6,5
2019,Subaru,Legacy AWD,Mid-size,3.6,6,AV6,X,11.9,8.3,10.3,27,241,5,3
2019,Subaru,Outback AWD,SUV: Small,2.5,4,AV7,X,9.4,7.3,8.5,33,198,6,5
2019,Subaru,Outback AWD,SUV: Small,3.6,6,AV6,X,12.0,8.7,10.5,27,247,4,3
2019,Subaru,WRX AWD,Compact,2.0,4,AV8,Z,12.6,9.6,11.2,25,256,4,1
2019,Subaru,WRX AWD,Compact,2.0,4,M6,Z,11.3,8.5,10.0,28,235,5,1
2019,Subaru,WRX STI AWD,Compact,2.5,4,M6,Z,14.3,10.7,12.7,22,296,3,1
2019,Toyota,4Runner 4WD,SUV: Standard,4.0,6,AS5,X,14.3,11.9,13.2,21,308,3,3
2019,Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4.0,6,AS5,X,14.3,11.9,13.2,21,308,3,3
2019,Toyota,86,Minicompact,2.0,4,AS6,Z,9.9,7.3,8.7,32,204,6,1
2019,Toyota,86,Minicompact,2.0,4,M6,Z,11.3,8.3,9.9,29,232,5,1
2019,Toyota,Avalon,Mid-size,3.5,6,AS8,X,10.9,7.6,9.4,30,220,5,5
2019,Toyota,Camry,Mid-size,2.5,4,AS8,X,8.1,5.7,6.9,41,164,8,7
2019,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.4,6.1,7.4,38,173,7,7
2019,Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,X,8.5,6.2,7.5,38,175,7,7
2019,Toyota,Camry,Mid-size,3.5,6,AS8,X,10.5,7.1,9.0,31,210,5,5
2019,Toyota,Camry XSE,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,31,215,5,5
2019,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV6,X,4.9,4.8,4.9,58,113,10,7
2019,Toyota,Camry Hybrid XLE/SE,Mid-size,2.5,4,AV6,X,5.3,5.0,5.1,55,121,10,7
2019,Toyota,C-HR,Compact,2.0,4,AS7,X,8.7,7.5,8.2,34,189,6,3
2019,Toyota,Corolla,Mid-size,1.8,4,AV,X,8.3,6.5,7.5,38,174,7,3
2019,Toyota,Corolla,Mid-size,1.8,4,AV7,X,8.3,6.7,7.6,37,178,7,3
2019,Toyota,Corolla,Mid-size,1.8,4,M6,X,8.5,6.6,7.6,37,178,7,3
2019,Toyota,Corolla LE Eco,Mid-size,1.8,4,AV,X,7.8,5.9,6.9,41,163,8,5
2019,Toyota,Corolla Hatchback,Compact,2.0,4,AV10,X,7.5,5.8,6.7,42,157,8,6
2019,Toyota,Corolla Hatchback,Compact,2.0,4,M6,X,8.4,6.3,7.5,38,174,7,6
2019,Toyota,Highlander,SUV: Small,3.5,6,AS8,X,11.8,8.7,10.3,27,243,5,5
2019,Toyota,Highlander AWD,SUV: Standard,3.5,6,AS8,X,12.1,9.0,10.6,27,250,4,5
2019,Toyota,Highlander AWD (Start/Stop System),SUV: Standard,3.5,6,AS8,X,12.0,8.9,10.6,27,248,4,5
2019,Toyota,Highlander AWD LE,SUV: Standard,3.5,6,AS8,X,11.7,8.8,10.4,27,242,5,5
2019,Toyota,Highlander Hybrid AWD,SUV: Standard,3.5,6,AV6,X,8.1,8.5,8.3,34,193,6,7
2019,Toyota,Prius,Mid-size,1.8,4,AV,X,4.4,4.6,4.4,64,105,10,7
2019,Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.5,4.9,4.7,60,109,10,7
2019,Toyota,Prius c,Compact,1.5,4,AV,X,4.9,5.5,5.1,55,120,10,7
2019,Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.7,7.8,36,183,7,6
2019,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.2,7.1,8.3,34,190,6,6
2019,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV6,X,5.8,6.3,6.0,47,140,9,7
2019,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.4,13.8,16.4,17,384,1,5
2019,Toyota,Sienna,Minivan,3.5,6,AS8,X,12.4,8.9,10.8,26,254,4,5
2019,Toyota,Sienna AWD,Minivan,3.5,6,AS8,X,13.4,9.6,11.7,24,274,4,5
2019,Toyota,Tacoma,Pickup truck: Small,2.7,4,AS6,X,12.1,10.1,11.2,25,263,4,5
2019,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4,AS6,X,12.7,10.6,11.7,24,274,4,5
2019,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13.0,10.5,11.9,24,278,4,5
2019,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,22,299,3,5
2019,Toyota,Tacoma 4WD D-Cab Off-Road,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,300,3,5
2019,Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,18,371,2,5
2019,Toyota,Tundra 4WD,Pickup truck: Standard,4.6,8,AS6,X,16.8,13.1,14.9,19,354,2,3
2019,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,X,18.0,14.1,16.3,17,382,1,5
2019,Toyota,Yaris,Compact,1.5,4,AS6,X,7.3,5.8,6.6,43,155,8,3
2019,Toyota,Yaris (SIL),Compact,1.5,4,M6,X,7.8,6.0,6.8,42,164,8,3
2019,Toyota,Yaris Hatchback,Compact,1.5,4,A4,X,7.9,6.8,7.4,38,173,7,3
2019,Toyota,Yaris Hatchback,Compact,1.5,4,M5,X,7.8,6.5,7.2,39,169,8,3
2019,Volkswagen,Arteon 4MOTION,Full-size,2.0,4,AS8,Z,12.0,8.6,10.4,27,244,5,3
2019,Volkswagen,Atlas,SUV: Small,2.0,4,AS8,X,11.6,9.1,10.5,27,245,5,3
2019,Volkswagen,Atlas 4MOTION,SUV: Standard,3.6,6,AS8,X,13.8,10.2,12.2,23,286,3,5
2019,Volkswagen,Beetle,Compact,2.0,4,AS6,X,9.0,7.1,8.2,34,191,6,7
2019,Volkswagen,Beetle Convertible,Subcompact,2.0,4,AS6,X,9.0,7.1,8.2,34,191,6,7
2019,Volkswagen,Beetle Dune,Compact,2.0,4,AS6,X,9.1,6.9,8.1,35,189,6,7
2019,Volkswagen,Beetle Dune Convertible,Subcompact,2.0,4,AS6,X,9.1,6.9,8.1,35,189,6,7
2019,Volkswagen,Golf,Compact,1.4,4,AS8,X,8.1,6.4,7.4,38,172,7,7
2019,Volkswagen,Golf,Compact,1.4,4,M6,X,8.2,6.3,7.4,38,172,7,7
2019,Volkswagen,Golf GTI,Compact,2.0,4,AM7,X,9.6,7.5,8.6,33,202,6,7
2019,Volkswagen,Golf GTI,Compact,2.0,4,M6,X,9.8,7.3,8.7,32,203,6,7
2019,Volkswagen,Golf R,Compact,2.0,4,AM7,Z,10.2,7.9,9.2,31,213,5,3
2019,Volkswagen,Golf R,Compact,2.0,4,M6,Z,11.4,8.2,9.9,29,232,5,3
2019,Volkswagen,Golf Alltrack,Station wagon: Small,1.8,4,AM6,X,10.7,8.0,9.4,30,220,5,7
2019,Volkswagen,Golf Alltrack,Station wagon: Small,1.8,4,M6,X,11.1,7.8,9.6,29,225,5,7
2019,Volkswagen,Golf SportWagen,Station wagon: Small,1.4,4,AS8,X,8.6,6.5,7.6,37,178,7,7
2019,Volkswagen,Golf SportWagen,Station wagon: Small,1.4,4,M6,X,8.2,6.3,7.4,38,172,7,7
2019,Volkswagen,Golf SportWagen 4MOTION,Station wagon: Small,1.8,4,AM6,X,10.8,8.1,9.6,29,224,5,7
2019,Volkswagen,Golf SportWagen 4MOTION,Station wagon: Small,1.8,4,M6,X,10.8,7.6,9.3,30,218,5,7
2019,Volkswagen,Jetta,Compact,1.4,4,AS8,X,7.8,5.9,7.0,40,162,8,7
2019,Volkswagen,Jetta,Compact,1.4,4,M6,X,7.9,5.9,7.0,40,163,8,7
2019,Volkswagen,Jetta GLI,Compact,2.0,4,AM7,X,9.3,7.2,8.4,34,196,6,7
2019,Volkswagen,Jetta GLI,Compact,2.0,4,M6,X,9.6,7.3,8.5,33,200,6,7
2019,Volkswagen,Passat,Mid-size,2.0,4,AS6,X,9.3,6.5,8.1,35,188,6,7
2019,Volkswagen,Tiguan,SUV: Small,2.0,4,AS8,X,10.7,8.0,9.5,30,221,5,7
2019,Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4,AS8,X,11.1,8.1,9.8,29,228,5,7
2019,Volvo,S60 T5,Compact,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,6,5
2019,Volvo,S60 T6 AWD,Compact,2.0,4,AS8,Z,11.1,7.3,9.4,30,218,5,7
2019,Volvo,S90 T5 AWD,Mid-size,2.0,4,AS8,Z,10.6,7.4,9.2,31,215,5,5
2019,Volvo,S90 T6 AWD,Mid-size,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,5,7
2019,Volvo,V60 T5,Station wagon: Small,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,6,5
2019,Volvo,V60 T6 AWD,Station wagon: Small,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,5,7
2019,Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,Z,10.8,7.6,9.3,30,218,5,5
2019,Volvo,V90 T6 AWD,Station wagon: Mid-size,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,5,7
2019,Volvo,V90 CC T6 AWD,Station wagon: Mid-size,2.0,4,AS8,Z,11.6,8.1,10.0,28,233,5,7
2019,Volvo,XC40 T5 AWD,SUV: Small,2.0,4,AS8,Z,10.3,7.5,9.0,31,211,5,5
2019,Volvo,XC60 T5 AWD,SUV: Small,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,5,5
2019,Volvo,XC60 T6 AWD,SUV: Small,2.0,4,AS8,Z,11.8,8.6,10.4,27,242,5,7
2019,Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,5,5
2019,Volvo,XC90 T6 AWD,SUV: Standard,2.0,4,AS8,Z,12.1,8.9,10.7,26,250,4,7
2018,Acura,ILX,Compact,2.4,4,AM8,Z,9.4,6.8,8.2,34,192,6,3
2018,Acura,MDX SH-AWD,SUV: Small,3.5,6,AS9,Z,12.6,9.0,11.0,26,259,4,3
2018,Acura,MDX SH-AWD Elite,SUV: Small,3.5,6,AS9,Z,12.2,9.0,10.7,26,251,4,3
2018,Acura,MDX Hybrid AWD,SUV: Small,3.0,6,AM7,Z,9.1,9.0,9.0,31,210,5,3
2018,Acura,NSX,Two-seater,3.5,6,AM9,Z,11.1,10.8,11.0,26,261,4,3
2018,Acura,RDX AWD,SUV: Small,3.5,6,AS6,Z,12.4,8.7,10.7,26,250,4,3
2018,Acura,RLX Hybrid,Mid-size,3.5,6,AM7,Z,8.4,8.2,8.4,34,196,6,7
2018,Acura,TLX,Compact,2.4,4,AM8,Z,10.0,7.1,8.7,32,205,6,3
2018,Acura,TLX A-SPEC,Compact,2.4,4,AM8,Z,10.2,7.4,8.9,32,209,5,3
2018,Acura,TLX SH-AWD,Compact,3.5,6,AS9,Z,11.4,7.7,9.8,29,228,5,3
2018,Acura,TLX SH-AWD A-SPEC,Compact,3.5,6,AS9,Z,12.0,8.2,10.3,27,240,5,3
2018,Alfa Romeo,4C Coupe,Two-seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,6,1
2018,Alfa Romeo,4C Spider,Two-seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,6,1
2018,Alfa Romeo,Giulia,Mid-size,2.0,4,A8,Z,10.0,7.2,8.7,32,205,6,3
2018,Alfa Romeo,Giulia AWD,Mid-size,2.0,4,A8,Z,10.5,7.7,9.2,31,217,5,3
2018,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,Z,13.8,9.6,11.9,24,280,4,3
2018,Alfa Romeo,Stelvio AWD,SUV: Small,2.0,4,A8,Z,10.8,8.3,9.6,29,226,5,3
2018,Alfa Romeo,Stelvio Quadrifoglio,SUV: Small,2.9,6,A8,Z,14.1,10.4,12.4,23,292,3,3
2018,Aston Martin,DB11 V8,Minicompact,4.0,8,A8,Z,13.0,9.8,11.5,25,271,4,3
2018,Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,15.5,11.4,13.7,21,322,3,3
2018,Aston Martin,Rapide S,Subcompact,6.0,12,A8,Z,16.7,10.9,14.1,20,332,3,3
2018,Aston Martin,Vanquish,Minicompact,6.0,12,A8,Z,17.5,11.4,14.7,19,346,2,3
2018,Audi,A3,Subcompact,2.0,4,AM7,X,9.1,6.8,8.0,35,188,6,7
2018,Audi,A3 quattro,Subcompact,2.0,4,AM6,X,9.7,7.5,8.7,32,205,6,7
2018,Audi,A3 Cabriolet quattro,Subcompact,2.0,4,AM6,X,10.8,8.0,9.5,30,223,5,7
2018,Audi,A4,Compact,2.0,4,AM7,Z,8.6,6.4,7.6,37,177,7,3
2018,Audi,A4 quattro,Compact,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,6,5
2018,Audi,A4 quattro,Compact,2.0,4,M6,Z,9.9,7.1,8.7,32,204,6,3
2018,Audi,A4 allroad quattro,Station wagon: Small,2.0,4,AM7,Z,10.5,7.9,9.3,30,217,5,5
2018,Audi,A5 quattro,Subcompact,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,6,5
2018,Audi,A5 quattro,Subcompact,2.0,4,M6,Z,9.9,7.1,8.7,32,204,6,3
2018,Audi,A5 Cabriolet quattro,Subcompact,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,6,5
2018,Audi,A5 Sportback quattro,Mid-size,2.0,4,AM7,Z,10.0,7.0,8.7,32,203,6,5
2018,Audi,A6 quattro,Mid-size,2.0,4,AS8,Z,10.6,7.5,9.2,31,216,5,5
2018,Audi,A6 quattro,Mid-size,3.0,6,AS8,Z,11.5,8.2,10.0,28,235,5,3
2018,Audi,A7 quattro,Mid-size,3.0,6,AS8,Z,11.5,8.2,10.0,28,235,5,3
2018,Audi,A8,Full-size,3.0,6,AS8,Z,12.6,8.0,10.5,27,247,4,3
2018,Audi,A8,Full-size,4.0,8,AS8,Z,15.1,9.1,12.4,23,290,3,3
2018,Audi,A8L,Full-size,4.0,8,AS8,Z,15.1,9.1,12.4,23,290,3,3
2018,Audi,Q3,Compact,2.0,4,AS6,Z,11.6,8.3,10.1,28,236,5,3
2018,Audi,Q3 quattro,Compact,2.0,4,AS6,Z,11.9,8.4,10.3,27,240,5,3
2018,Audi,Q5,SUV: Small,2.0,4,AS7,Z,10.4,8.6,9.6,29,226,5,3
2018,Audi,Q7,SUV: Standard,2.0,4,AS8,Z,12.2,9.5,11.0,26,258,4,3
2018,Audi,Q7,SUV: Standard,3.0,6,AS8,Z,12.6,9.4,11.1,25,260,4,3
2018,Audi,R8,Two-seater,5.2,10,AM7,Z,16.0,9.5,13.1,22,304,3,1
2018,Audi,R8 quattro,Two-seater,5.2,10,AM7,Z,17.1,11.3,14.5,19,338,2,1
2018,Audi,R8 Spyder,Two-seater,5.2,10,AM7,Z,17.1,11.3,14.5,19,338,2,1
2018,Audi,RS 3,Subcompact,2.5,5,AM7,Z,12.4,8.3,10.5,27,248,4,3
2018,Audi,RS 5,Subcompact,2.9,6,AM8,Z,12.9,8.9,11.1,25,260,4,5
2018,Audi,RS 7,Mid-size,4.0,8,AS8,Z,17.0,9.6,13.7,21,318,3,3
2018,Audi,S3,Subcompact,2.0,4,AM7,Z,10.6,8.3,9.6,29,223,5,3
2018,Audi,S4,Compact,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,5,5
2018,Audi,S5,Subcompact,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,5,5
2018,Audi,S5 Cabriolet,Subcompact,3.0,6,AM8,Z,11.9,8.1,10.2,28,239,5,5
2018,Audi,S5 Sportback,Mid-size,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,5,5
2018,Audi,S6,Mid-size,4.0,8,AM7,Z,15.0,10.0,12.8,22,298,3,3
2018,Audi,S7,Mid-size,4.0,8,AM7,Z,15.0,10.0,12.8,22,298,3,3
2018,Audi,S8,Mid-size,4.0,8,AS8,Z,16.2,9.9,13.4,21,313,3,3
2018,Audi,SQ5,SUV: Small,3.0,6,AM8,Z,12.7,10.0,11.5,25,270,4,5
2018,Audi,TT Coupe quattro,Subcompact,2.0,4,AM6,X,10.1,7.8,9.1,31,209,5,7
2018,Audi,TT Roadster quattro,Two-seater,2.0,4,AM6,X,10.1,7.8,9.1,31,209,5,7
2018,Audi,TT RS,Subcompact,2.5,5,AM7,Z,12.3,8.2,10.5,27,245,5,3
2018,Audi,TTS Coupe,Subcompact,2.0,4,AM6,Z,10.3,8.6,9.5,30,222,5,3
2018,Bentley,Bentayga,SUV: Standard,6.0,12,AS8,Z,18.8,12.2,15.9,18,370,2,3
2018,Bentley,Continental GT Convertible,Compact,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,1,1
2018,Bentley,Continental Supersports,Compact,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,1,1
2018,Bentley,Flying Spur,Mid-size,4.0,8,AS8,Z,18.8,10.7,15.1,19,353,2,3
2018,Bentley,Flying Spur,Mid-size,6.0,12,AS8,Z,20.4,12.0,16.6,17,389,1,1
2018,Bentley,Mulsanne,Mid-size,6.8,8,AS8,Z,20.9,13.0,17.3,16,405,1,1
2018,BMW,230i xDrive Cabriolet,Subcompact,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,230i Coupe,Subcompact,2.0,4,AS8,Z,9.8,6.8,8.4,34,197,6,7
2018,BMW,230i Coupe,Subcompact,2.0,4,M6,Z,11.1,7.3,9.4,30,219,5,7
2018,BMW,230i xDrive Coupe,Subcompact,2.0,4,AS8,Z,9.9,7.1,8.6,33,202,6,7
2018,BMW,328d xDrive,Compact,2.0,4,AS8,D,7.8,5.9,7.0,40,184,7,3
2018,BMW,328d xDrive Touring,Station wagon: Small,2.0,4,AS8,D,7.8,5.9,7.0,40,184,7,3
2018,BMW,330i xDrive,Compact,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,330i xDrive Gran Turismo,Full-size,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,330i xDrive Touring,Station wagon: Small,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,340i,Compact,3.0,6,AS8,Z,9.2,6.2,7.8,36,183,7,3
2018,BMW,340i,Compact,3.0,6,M6,Z,12.1,8.1,10.3,27,240,5,3
2018,BMW,340i xDrive,Compact,3.0,6,AS8,Z,11.1,7.5,9.5,30,223,5,3
2018,BMW,340i xDrive,Compact,3.0,6,M6,Z,12.2,8.4,10.5,27,245,5,3
2018,BMW,340i xDrive Gran Turismo,Full-size,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,5,3
2018,BMW,430i xDrive Cabriolet,Subcompact,2.0,4,AS8,Z,10.7,7.3,9.1,31,214,5,7
2018,BMW,430i xDrive Coupe,Compact,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,430i xDrive Gran Coupe,Compact,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,440i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,5,3
2018,BMW,440i Coupe,Compact,3.0,6,AS8,Z,9.2,6.2,7.8,36,183,7,3
2018,BMW,440i Coupe,Compact,3.0,6,M6,Z,12.1,8.1,10.3,27,240,5,3
2018,BMW,440i xDrive Coupe,Compact,3.0,6,AS8,Z,11.1,7.5,9.5,30,223,5,3
2018,BMW,440i xDrive Coupe,Compact,3.0,6,M6,Z,12.2,8.4,10.5,27,245,5,3
2018,BMW,440i xDrive Gran Coupe,Compact,3.0,6,AS8,Z,11.1,7.5,9.5,30,223,5,3
2018,BMW,530i xDrive,Mid-size,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,6,7
2018,BMW,540i xDrive,Mid-size,3.0,6,AS8,Z,11.6,8.1,10.0,28,236,5,5
2018,BMW,640i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,12.3,8.4,10.5,27,248,4,3
2018,BMW,640i xDrive Gran Coupe,Compact,3.0,6,AS8,Z,12.3,8.4,10.5,27,248,4,3
2018,BMW,640i xDrive Gran Turismo,Full-size,3.0,6,AS8,Z,11.9,8.4,10.3,27,241,5,5
2018,BMW,650i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,3,3
2018,BMW,650i xDrive Coupe,Subcompact,4.4,8,AS8,Z,14.0,10.0,12.2,23,286,3,3
2018,BMW,650i xDrive Gran Coupe,Compact,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,3,3
2018,BMW,750i xDrive,Full-size,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,3,3
2018,BMW,750i xDrive SWB,Full-size,4.4,8,AS8,Z,14.3,9.4,12.1,23,283,4,3
2018,BMW,Alpina B6 xDrive Gran Coupe,Compact,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,3,3
2018,BMW,M2,Subcompact,3.0,6,AM7,Z,11.8,8.9,10.5,27,245,5,3
2018,BMW,M2,Subcompact,3.0,6,M6,Z,13.1,9.2,11.4,25,267,4,3
2018,BMW,M240i Cabriolet,Subcompact,3.0,6,AS8,Z,10.9,7.7,9.5,30,222,5,3
2018,BMW,M240i Cabriolet,Subcompact,3.0,6,M6,Z,12.7,8.7,10.9,26,255,4,3
2018,BMW,M240i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,11.2,7.8,9.7,29,227,5,3
2018,BMW,M240i Coupe,Subcompact,3.0,6,AS8,Z,10.9,7.7,9.5,30,222,5,3
2018,BMW,M240i Coupe,Subcompact,3.0,6,M6,Z,12.5,8.4,10.7,26,249,4,3
2018,BMW,M240i xDrive Coupe,Subcompact,3.0,6,AS8,Z,11.2,7.8,9.7,29,227,5,3
2018,BMW,M3,Compact,3.0,6,AM7,Z,13.5,9.9,11.9,24,280,4,3
2018,BMW,M3,Compact,3.0,6,M6,Z,13.5,9.3,11.6,24,273,4,3
2018,BMW,M4 Cabriolet,Subcompact,3.0,6,AM7,Z,14.5,10.5,12.7,22,299,3,3
2018,BMW,M4 Cabriolet,Subcompact,3.0,6,M6,Z,13.8,9.4,11.9,24,280,4,3
2018,BMW,M4 Coupe,Compact,3.0,6,AM7,Z,13.5,9.9,11.9,24,280,4,3
2018,BMW,M4 Coupe,Compact,3.0,6,M6,Z,13.5,9.3,11.6,24,273,4,3
2018,BMW,M550i xDrive,Mid-size,4.4,8,AS8,Z,14.3,9.4,12.1,23,283,4,3
2018,BMW,M6 Cabriolet,Subcompact,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,2,3
2018,BMW,M6 Cabriolet,Subcompact,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3,3
2018,BMW,M6 Coupe,Subcompact,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,2,3
2018,BMW,M6 Coupe,Subcompact,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3,3
2018,BMW,M6 Gran Coupe,Compact,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,2,3
2018,BMW,M6 Gran Coupe,Compact,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3,3
2018,BMW,M760i xDrive,Full-size,6.6,12,AS8,Z,17.7,11.9,15.1,19,355,2,3
2018,BMW,X1 xDrive28i,SUV: Small,2.0,4,AS8,Z,10.7,7.5,9.3,30,217,5,7
2018,BMW,X2 xDrive28i,SUV: Small,2.0,4,AS8,Z,11.0,7.7,9.5,30,222,5,7
2018,BMW,X3 xDrive30i,SUV: Small,2.0,4,AS8,Z,10.8,8.0,9.5,30,223,5,7
2018,BMW,X3 M40i,SUV: Small,3.0,6,AS8,Z,11.7,8.6,10.3,27,241,5,5
2018,BMW,X4 xDrive28i,SUV: Small,2.0,4,AS8,Z,11.8,8.6,10.3,27,240,5,3
2018,BMW,X4 M40i,SUV: Small,3.0,6,AS8,Z,12.9,9.5,11.4,25,266,4,3
2018,BMW,X5 xDrive35d,SUV: Standard,3.0,6,AS8,D,10.3,8.0,9.3,30,246,4,3
2018,BMW,X5 xDrive35i,SUV: Standard,3.0,6,AS8,Z,13.0,9.8,11.5,25,270,4,3
2018,BMW,X5 xDrive50i,SUV: Standard,4.4,8,AS8,Z,15.4,11.2,13.5,21,317,3,3
2018,BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,2,3
